TF	Target	Score
G129	G531	0.150203
G182	G1430	0.150202
G10	G1618	0.150197
G160	G723	0.150196
G69	G732	0.150194
G65	G965	0.150184
G4	G723	0.150183
G134	G1029	0.150181
G145	G401	0.150178
G112	G1357	0.150173
G60	G1432	0.150173
G12	G547	0.150166
G9	G298	0.150162
G18	G596	0.150162
G60	G792	0.150157
G13	G952	0.150156
G34	G1634	0.150152
G86	G358	0.15015
G99	G519	0.15015
G17	G1332	0.150149
G67	G66	0.150148
G51	G37	0.150147
G41	G1470	0.150143
G184	G493	0.150137
G68	G46	0.150136
G163	G1523	0.150127
G106	G1117	0.150127
G101	G1532	0.15011
G70	G1263	0.150103
G125	G1471	0.1501
G159	G291	0.150098
G99	G913	0.150097
G98	G550	0.150094
G173	G523	0.150092
G180	G196	0.150091
G106	G1290	0.15009
G133	G179	0.150083
G122	G750	0.15008
G74	G1570	0.150074
G182	G1458	0.150073
G160	G191	0.150072
G97	G978	0.150072
G37	G1613	0.150072
G117	G1055	0.15007
G28	G1113	0.15007
G152	G884	0.150069
G102	G295	0.150068
G175	G1230	0.150067
G30	G1041	0.150067
G14	G248	0.150065
G36	G1485	0.150065
G34	G1313	0.15006
G173	G1460	0.150055
G91	G28	0.150055
G54	G882	0.150054
G154	G215	0.150052
G4	G886	0.150052
G89	G399	0.150052
G65	G260	0.150047
G171	G218	0.150044
G12	G1611	0.150034
G175	G455	0.150028
G163	G1240	0.150026
G73	G1261	0.150024
G81	G604	0.150024
G144	G356	0.150024
G114	G177	0.150023
G68	G535	0.15002
G182	G1183	0.150016
G189	G83	0.150012
G84	G785	0.150012
G97	G1246	0.150011
G178	G343	0.150009
G157	G971	0.150006
G189	G477	0.150006
G184	G1319	0.15
G151	G867	0.15
G151	G928	0.149997
G89	G637	0.149994
G8	G1459	0.14999
G144	G1579	0.149984
G59	G251	0.149976
G81	G1625	0.149968
G64	G406	0.149967
G13	G146	0.149966
G134	G1470	0.149957
G19	G542	0.149955
G85	G295	0.149949
G143	G624	0.149948
G22	G1242	0.149946
G99	G1097	0.149945
G132	G639	0.149945
G96	G1520	0.149944
G169	G1600	0.149941
G76	G1476	0.14994
G184	G1014	0.149939
G38	G106	0.149939
G27	G1587	0.149936
G93	G1498	0.149935
G184	G1460	0.149931
G184	G483	0.149926
G137	G1020	0.149925
G53	G1482	0.149923
G188	G854	0.149919
G39	G973	0.149915
G78	G1093	0.149915
G98	G332	0.149912
G93	G779	0.149907
G192	G644	0.149907
G192	G1005	0.149902
G97	G124	0.1499
G92	G1638	0.149899
G18	G313	0.149896
G91	G1112	0.149893
G149	G54	0.149893
G154	G279	0.149892
G7	G478	0.149888
G106	G1632	0.149886
G158	G268	0.149881
G19	G905	0.149876
G162	G1519	0.149874
G18	G79	0.149868
G189	G497	0.149868
G43	G155	0.149866
G83	G1146	0.14986
G54	G1550	0.14986
G132	G1433	0.149852
G8	G1292	0.149852
G26	G1397	0.14985
G130	G498	0.149848
G123	G1354	0.149847
G191	G913	0.149845
G98	G910	0.149843
G112	G151	0.149841
G19	G256	0.149839
G62	G633	0.149839
G89	G43	0.149833
G30	G1415	0.149832
G59	G504	0.14983
G105	G1168	0.149826
G154	G219	0.149825
G83	G480	0.149824
G147	G806	0.149822
G15	G1496	0.14982
G136	G325	0.149817
G49	G873	0.149807
G91	G162	0.149806
G60	G1598	0.149802
G41	G122	0.149793
G136	G451	0.149792
G103	G343	0.14979
G26	G1409	0.149786
G10	G492	0.14978
G44	G763	0.149779
G162	G766	0.149775
G61	G738	0.149766
G134	G1043	0.149765
G150	G764	0.149761
G53	G489	0.149758
G130	G15	0.149757
G133	G660	0.149753
G134	G1107	0.149748
G58	G207	0.149743
G190	G1061	0.149743
G114	G1256	0.149739
G112	G737	0.149738
G160	G424	0.149737
G191	G6	0.149737
G56	G1150	0.149736
G151	G1439	0.149735
G24	G612	0.149734
G15	G1451	0.149732
G34	G1317	0.149728
G96	G822	0.149726
G61	G293	0.149718
G84	G482	0.149717
G92	G1077	0.149717
G51	G1205	0.149714
G16	G810	0.14971
G51	G944	0.14971
G158	G254	0.149709
G99	G1638	0.149704
G117	G703	0.149704
G176	G992	0.149699
G190	G323	0.149697
G153	G509	0.149696
G15	G402	0.149688
G58	G1420	0.149685
G184	G1333	0.149683
G53	G328	0.149678
G95	G1600	0.149677
G134	G465	0.149674
G157	G1031	0.149665
G69	G128	0.149663
G81	G1086	0.149663
G138	G1248	0.14966
G142	G1608	0.149652
G160	G1384	0.149651
G147	G224	0.149649
G142	G231	0.149647
G134	G1050	0.149647
G46	G1601	0.149643
G21	G991	0.149642
G146	G1154	0.149642
G127	G219	0.149641
G162	G48	0.14964
G82	G242	0.149639
G141	G1275	0.149633
G98	G713	0.149627
G62	G444	0.149625
G55	G1572	0.149615
G55	G83	0.149613
G11	G680	0.149611
G22	G712	0.149611
G79	G861	0.149609
G77	G1467	0.149598
G47	G532	0.149591
G49	G1165	0.149588
G55	G503	0.149585
G104	G30	0.14958
G136	G959	0.149579
G82	G410	0.149575
G83	G1511	0.149575
G16	G211	0.149573
G48	G1613	0.149569
G100	G159	0.149566
G154	G86	0.149564
G79	G1031	0.149561
G195	G857	0.149556
G177	G469	0.149555
G106	G392	0.149555
G122	G831	0.149551
G110	G266	0.149549
G184	G268	0.149547
G66	G1593	0.149546
G14	G127	0.149546
G52	G178	0.149541
G157	G611	0.149538
G71	G1574	0.149535
G120	G87	0.149533
G193	G717	0.14953
G150	G1338	0.149529
G135	G1108	0.149527
G168	G1553	0.149525
G79	G1075	0.14952
G82	G713	0.149519
G79	G1322	0.149519
G194	G140	0.149517
G71	G1259	0.149516
G178	G452	0.149515
G20	G1330	0.149506
G34	G1254	0.1495
G178	G1366	0.149497
G109	G1353	0.149496
G171	G1559	0.149492
G121	G147	0.149491
G57	G1345	0.14949
G104	G1513	0.149489
G162	G882	0.149487
G104	G329	0.149487
G104	G824	0.149481
G19	G1323	0.149475
G118	G1530	0.149471
G187	G556	0.149471
G71	G952	0.149467
G85	G621	0.149467
G177	G798	0.149467
G154	G91	0.149465
G51	G200	0.149465
G15	G356	0.149463
G157	G897	0.149463
G67	G269	0.14946
G107	G1456	0.149457
G147	G369	0.149457
G172	G987	0.149455
G52	G1374	0.149454
G83	G6	0.149448
G5	G999	0.149446
G82	G946	0.149446
G69	G1430	0.149444
G42	G858	0.14944
G149	G1262	0.149435
G193	G716	0.149435
G87	G557	0.149434
G36	G625	0.149433
G136	G1086	0.149426
G41	G1189	0.149424
G172	G1511	0.149422
G189	G535	0.149422
G135	G1623	0.14942
G6	G1344	0.149412
G133	G401	0.149411
G67	G262	0.149407
G84	G1300	0.149405
G59	G1188	0.149404
G85	G1211	0.149404
G75	G1594	0.149398
G98	G177	0.149394
G143	G1600	0.149393
G91	G1587	0.149393
G26	G380	0.14939
G150	G148	0.149379
G168	G1079	0.149376
G169	G831	0.149371
G74	G838	0.149371
G154	G702	0.14937
G129	G1394	0.149367
G187	G654	0.149364
G4	G325	0.149364
G153	G66	0.149364
G170	G1138	0.14936
G113	G180	0.149349
G4	G471	0.149346
G70	G294	0.149344
G99	G1371	0.149343
G10	G1180	0.149341
G151	G1405	0.149341
G181	G1607	0.149341
G98	G827	0.149339
G78	G304	0.149338
G112	G1427	0.149335
G32	G1129	0.149335
G26	G272	0.149335
G35	G713	0.149333
G109	G847	0.149322
G123	G160	0.14932
G85	G342	0.149314
G60	G1160	0.149312
G119	G1424	0.149308
G54	G161	0.149308
G91	G1087	0.149307
G110	G645	0.149302
G53	G935	0.149301
G177	G256	0.149301
G108	G986	0.1493
G52	G722	0.149296
G182	G1590	0.149292
G195	G1414	0.149285
G115	G86	0.149283
G26	G1641	0.149282
G10	G1493	0.149281
G18	G1517	0.149275
G55	G355	0.149273
G93	G1533	0.149269
G5	G932	0.149268
G193	G330	0.149262
G129	G658	0.149258
G179	G31	0.149256
G21	G1045	0.149255
G59	G1148	0.149254
G70	G1468	0.149252
G144	G1259	0.149242
G90	G845	0.149235
G195	G1304	0.149235
G133	G874	0.149227
G110	G263	0.149227
G104	G190	0.149224
G50	G1219	0.149219
G119	G949	0.149218
G6	G1182	0.149207
G43	G622	0.149204
G119	G606	0.149198
G87	G1459	0.149191
G50	G174	0.149191
G47	G1143	0.149187
G91	G111	0.149184
G192	G1625	0.149176
G47	G115	0.149175
G64	G1252	0.149174
G51	G934	0.149174
G153	G1495	0.149173
G112	G1227	0.149172
G30	G171	0.149169
G2	G457	0.149168
G79	G483	0.149165
G101	G824	0.149155
G161	G1039	0.149149
G35	G513	0.149147
G112	G53	0.149146
G122	G117	0.149136
G131	G28	0.149135
G189	G580	0.149131
G157	G1219	0.149131
G47	G538	0.149129
G180	G1272	0.149128
G105	G812	0.149123
G176	G299	0.149122
G145	G406	0.149121
G52	G1018	0.149115
G99	G125	0.149112
G100	G767	0.149107
G2	G1525	0.149101
G168	G241	0.1491
G155	G340	0.149089
G85	G1319	0.149088
G76	G463	0.149072
G22	G1077	0.149067
G183	G1114	0.149062
G11	G1270	0.14906
G185	G980	0.14906
G35	G1625	0.149055
G162	G1607	0.149052
G187	G287	0.149051
G161	G309	0.149049
G34	G1638	0.149049
G83	G817	0.149048
G80	G1547	0.149048
G135	G274	0.149048
G104	G98	0.149047
G85	G377	0.149046
G138	G1356	0.149045
G133	G999	0.149044
G135	G1503	0.149041
G134	G466	0.149038
G4	G1263	0.149037
G50	G1524	0.149033
G93	G152	0.149033
G193	G815	0.149032
G172	G473	0.149029
G184	G267	0.149027
G112	G1085	0.149025
G156	G65	0.149025
G28	G1449	0.149024
G137	G1437	0.149023
G2	G1556	0.149021
G27	G1612	0.149017
G17	G1471	0.149013
G161	G730	0.149013
G81	G871	0.149013
G100	G1044	0.149008
G98	G11	0.149007
G85	G1012	0.149007
G127	G442	0.149005
G179	G1526	0.149005
G107	G1228	0.149005
G30	G947	0.149002
G88	G1078	0.149
G120	G1523	0.148999
G44	G941	0.148998
G65	G1069	0.148991
G155	G854	0.14899
G33	G983	0.148989
G178	G278	0.148989
G166	G885	0.148988
G113	G106	0.148987
G95	G191	0.148987
G176	G1029	0.148987
G143	G1234	0.148987
G122	G371	0.148985
G35	G1120	0.148982
G47	G1242	0.148978
G194	G1363	0.148977
G85	G697	0.148974
G118	G1414	0.148973
G40	G1085	0.148957
G66	G1045	0.148957
G100	G172	0.14895
G17	G867	0.148946
G72	G892	0.148941
G141	G263	0.148932
G143	G1047	0.148929
G187	G1470	0.148921
G166	G1040	0.148921
G3	G496	0.148919
G21	G823	0.148919
G157	G1056	0.148917
G82	G995	0.148913
G70	G1523	0.148911
G112	G602	0.14891
G75	G43	0.148906
G41	G1617	0.148903
G180	G1376	0.148901
G170	G615	0.148898
G133	G1537	0.148895
G177	G1486	0.148894
G194	G1452	0.148891
G115	G230	0.14889
G89	G715	0.148889
G2	G811	0.148888
G67	G1129	0.148887
G98	G70	0.148883
G35	G425	0.148877
G37	G666	0.148874
G184	G1054	0.14887
G186	G29	0.148869
G79	G935	0.148866
G33	G1085	0.148861
G15	G1234	0.148859
G57	G1559	0.148859
G114	G176	0.148855
G161	G1574	0.148854
G171	G183	0.14885
G163	G1272	0.148847
G100	G1333	0.148846
G144	G1457	0.148845
G147	G1498	0.148845
G91	G780	0.148844
G41	G225	0.148843
G60	G1037	0.148842
G36	G682	0.148836
G173	G120	0.148836
G88	G1510	0.148834
G79	G576	0.148834
G95	G692	0.148834
G161	G707	0.148832
G81	G39	0.148832
G15	G352	0.14883
G81	G852	0.14883
G22	G1459	0.148824
G3	G761	0.148822
G28	G811	0.14882
G102	G302	0.14881
G75	G664	0.148804
G39	G827	0.148803
G67	G874	0.148802
G50	G1523	0.148802
G117	G1334	0.148799
G122	G322	0.148785
G83	G1448	0.148781
G125	G752	0.14878
G115	G656	0.14878
G176	G235	0.148779
G142	G1086	0.148778
G122	G1417	0.148776
G154	G875	0.148774
G100	G1307	0.148764
G5	G965	0.148759
G162	G1412	0.148756
G2	G696	0.148752
G68	G1304	0.148748
G93	G1587	0.148739
G185	G29	0.148739
G169	G319	0.148737
G83	G409	0.148736
G151	G1153	0.148736
G159	G815	0.148735
G88	G1389	0.14873
G42	G1373	0.14873
G54	G440	0.148729
G53	G523	0.148723
G102	G964	0.148722
G33	G245	0.148722
G34	G5	0.148722
G35	G1171	0.148721
G176	G991	0.148718
G22	G596	0.148717
G49	G27	0.148717
G62	G1362	0.148715
G129	G1462	0.148714
G105	G372	0.148712
G113	G1633	0.148705
G115	G528	0.148692
G26	G594	0.148691
G32	G1188	0.148689
G12	G58	0.148689
G6	G1350	0.148689
G145	G101	0.148689
G114	G431	0.148686
G142	G1003	0.148678
G61	G1109	0.148675
G184	G462	0.148672
G162	G89	0.14867
G109	G475	0.148669
G128	G113	0.148668
G124	G817	0.148668
G50	G856	0.148665
G90	G999	0.148664
G93	G220	0.148662
G63	G632	0.14866
G127	G28	0.148657
G114	G929	0.148655
G122	G49	0.148653
G36	G296	0.148652
G181	G943	0.148643
G106	G305	0.148639
G9	G805	0.148627
G190	G46	0.148625
G97	G835	0.148615
G31	G1420	0.148607
G95	G1112	0.148602
G57	G1603	0.148601
G15	G365	0.148594
G172	G103	0.148593
G182	G996	0.14859
G22	G876	0.148587
G166	G849	0.148576
G120	G564	0.148575
G172	G1518	0.148574
G16	G187	0.14857
G107	G872	0.148566
G84	G1169	0.148564
G122	G1072	0.148557
G46	G1583	0.148556
G174	G1460	0.148547
G47	G1393	0.148547
G103	G1073	0.148546
G137	G881	0.148543
G35	G1267	0.148542
G128	G1492	0.148538
G39	G291	0.148537
G36	G483	0.148535
G180	G1413	0.148534
G176	G213	0.148528
G39	G1122	0.148525
G72	G1435	0.148521
G141	G994	0.148498
G124	G1587	0.148496
G181	G376	0.148492
G11	G348	0.14849
G20	G353	0.148489
G9	G1636	0.148487
G168	G1411	0.148484
G11	G66	0.148482
G110	G992	0.14848
G158	G444	0.148477
G111	G1322	0.148472
G128	G1359	0.14847
G62	G292	0.148469
G170	G254	0.148467
G113	G743	0.148465
G83	G811	0.148464
G109	G1457	0.148451
G155	G812	0.148446
G150	G716	0.148445
G26	G622	0.148441
G24	G1053	0.148437
G137	G416	0.148437
G60	G1509	0.148431
G64	G966	0.148428
G29	G809	0.148422
G97	G1360	0.14842
G118	G424	0.148419
G6	G1323	0.148417
G149	G654	0.148414
G20	G61	0.148414
G93	G1635	0.148411
G4	G1377	0.14841
G153	G304	0.148408
G92	G1016	0.148408
G163	G230	0.148404
G122	G749	0.148403
G72	G565	0.148399
G156	G1442	0.148398
G93	G1202	0.148394
G193	G1324	0.148392
G167	G274	0.148388
G137	G62	0.148387
G50	G919	0.148385
G138	G359	0.148382
G90	G240	0.148378
G19	G644	0.148374
G49	G1350	0.148373
G131	G1504	0.148369
G21	G631	0.148365
G193	G1497	0.14836
G100	G503	0.148355
G107	G540	0.148349
G188	G203	0.148345
G40	G790	0.14834
G103	G974	0.148333
G26	G483	0.14833
G193	G345	0.14833
G119	G577	0.148328
G169	G281	0.148326
G6	G1394	0.148312
G143	G505	0.148309
G35	G734	0.148306
G101	G950	0.148298
G122	G527	0.148298
G104	G703	0.148296
G113	G1481	0.148296
G129	G482	0.148294
G104	G1297	0.148291
G129	G1095	0.14829
G110	G631	0.148287
G87	G883	0.148285
G73	G134	0.148285
G174	G866	0.148284
G136	G340	0.148282
G11	G513	0.148281
G117	G1260	0.148277
G131	G1428	0.148273
G159	G932	0.148273
G129	G55	0.148265
G155	G1451	0.148262
G137	G619	0.148262
G190	G913	0.148259
G75	G1001	0.148256
G26	G965	0.148256
G19	G1557	0.148255
G85	G1050	0.148248
G193	G1582	0.148247
G30	G1001	0.148247
G141	G841	0.148246
G36	G361	0.148245
G163	G748	0.148245
G142	G1122	0.14824
G30	G1346	0.14824
G63	G1579	0.14824
G154	G1597	0.148238
G176	G828	0.148235
G110	G1535	0.148224
G62	G382	0.148218
G96	G1640	0.148204
G163	G299	0.148202
G157	G748	0.148198
G91	G228	0.148196
G144	G676	0.148195
G163	G288	0.148194
G159	G610	0.148193
G195	G1046	0.148192
G124	G517	0.148192
G69	G362	0.148189
G147	G1154	0.148189
G41	G945	0.148188
G148	G94	0.148188
G55	G422	0.148184
G83	G521	0.148182
G51	G895	0.148176
G159	G955	0.148172
G176	G523	0.148171
G129	G1060	0.148144
G106	G922	0.148142
G58	G238	0.148138
G195	G625	0.148133
G81	G1200	0.148132
G43	G747	0.148131
G59	G946	0.148129
G101	G1411	0.148129
G118	G1596	0.148127
G15	G895	0.148127
G104	G677	0.148121
G87	G719	0.148121
G22	G894	0.14812
G39	G1104	0.148113
G81	G833	0.148106
G72	G320	0.148103
G90	G333	0.148098
G73	G307	0.148097
G39	G820	0.148097
G63	G1135	0.148097
G156	G294	0.148096
G99	G832	0.14809
G152	G711	0.148089
G24	G1042	0.148083
G152	G912	0.14808
G193	G1426	0.148077
G118	G795	0.148077
G17	G619	0.148073
G133	G311	0.148073
G166	G754	0.14807
G174	G72	0.148069
G82	G1007	0.148063
G156	G330	0.148063
G8	G1301	0.148056
G145	G1381	0.148051
G91	G808	0.14805
G93	G591	0.148049
G136	G1364	0.148048
G136	G1538	0.148042
G15	G741	0.148037
G32	G76	0.148034
G29	G218	0.148031
G51	G364	0.148027
G15	G722	0.148024
G131	G642	0.148023
G62	G443	0.148023
G174	G731	0.148023
G44	G814	0.148018
G5	G393	0.148014
G49	G933	0.148011
G82	G1347	0.14801
G85	G549	0.148002
G3	G1158	0.148001
G88	G1401	0.148001
G108	G91	0.148
G187	G1179	0.147993
G117	G184	0.147987
G62	G754	0.147982
G149	G260	0.14798
G141	G853	0.147979
G32	G383	0.147975
G159	G1160	0.147971
G114	G801	0.14797
G44	G1341	0.147961
G44	G729	0.14796
G75	G197	0.14796
G78	G371	0.147958
G157	G94	0.147955
G37	G1523	0.147954
G80	G1609	0.147953
G58	G624	0.147951
G178	G1076	0.14795
G107	G423	0.147946
G57	G374	0.147945
G173	G307	0.14794
G59	G1582	0.147938
G12	G251	0.147933
G137	G1181	0.147927
G60	G285	0.147927
G118	G648	0.147926
G123	G1612	0.147924
G136	G80	0.147921
G20	G165	0.147918
G74	G91	0.147915
G34	G406	0.147914
G72	G1609	0.147911
G150	G328	0.14791
G104	G928	0.147909
G110	G1285	0.147909
G66	G487	0.147909
G153	G783	0.147906
G15	G1158	0.147903
G170	G933	0.147903
G130	G224	0.1479
G90	G966	0.147898
G193	G463	0.147895
G43	G1446	0.147894
G173	G1411	0.147892
G76	G186	0.147886
G80	G443	0.147885
G112	G1174	0.147882
G47	G1112	0.147881
G55	G179	0.14788
G153	G607	0.147878
G18	G7	0.147877
G75	G620	0.147877
G187	G366	0.147877
G102	G833	0.147876
G144	G1340	0.147875
G168	G1480	0.147873
G159	G1223	0.147871
G18	G1016	0.147871
G146	G1096	0.14787
G35	G337	0.147869
G79	G1504	0.147859
G143	G632	0.147853
G117	G94	0.147849
G40	G498	0.147849
G140	G718	0.147843
G51	G347	0.147841
G66	G1309	0.147838
G7	G694	0.147837
G13	G990	0.147837
G105	G450	0.147834
G28	G508	0.147829
G135	G1024	0.147828
G42	G1041	0.147827
G143	G921	0.147827
G62	G153	0.147824
G69	G605	0.147823
G148	G314	0.147822
G10	G58	0.147815
G6	G1615	0.147812
G156	G1034	0.147804
G138	G578	0.147804
G178	G1399	0.147802
G32	G998	0.147799
G178	G1310	0.147798
G177	G181	0.147796
G16	G1578	0.147796
G189	G544	0.147795
G168	G909	0.147793
G98	G791	0.147787
G106	G1389	0.147774
G11	G795	0.147773
G118	G560	0.147773
G12	G68	0.14777
G7	G517	0.147769
G109	G984	0.147762
G87	G915	0.147762
G43	G405	0.147756
G145	G248	0.147755
G17	G1233	0.147751
G113	G123	0.147749
G19	G628	0.147749
G180	G909	0.147741
G65	G1002	0.14774
G60	G1174	0.147737
G26	G770	0.147736
G38	G219	0.147735
G14	G250	0.14773
G113	G745	0.147729
G32	G1331	0.147728
G177	G1151	0.147722
G106	G1451	0.147716
G148	G159	0.147715
G131	G231	0.147702
G78	G907	0.1477
G8	G94	0.147696
G67	G798	0.147689
G122	G732	0.147688
G57	G241	0.147684
G18	G1171	0.147682
G141	G16	0.147681
G195	G507	0.147681
G152	G1235	0.14768
G75	G1033	0.14768
G93	G160	0.147676
G83	G1516	0.147674
G143	G457	0.147674
G171	G856	0.147671
G189	G435	0.147661
G34	G1466	0.147659
G52	G527	0.147659
G112	G72	0.147656
G82	G1550	0.147656
G32	G87	0.147655
G39	G338	0.147654
G157	G503	0.147652
G169	G875	0.147648
G3	G516	0.147647
G144	G227	0.147643
G129	G384	0.147642
G112	G1441	0.147638
G120	G1381	0.147635
G185	G1337	0.147629
G17	G569	0.147627
G154	G989	0.147624
G135	G1390	0.147622
G133	G895	0.147622
G3	G1570	0.147621
G15	G16	0.147617
G195	G1113	0.147612
G32	G678	0.147609
G52	G282	0.147608
G155	G37	0.147608
G14	G770	0.147606
G122	G632	0.147603
G176	G1584	0.147602
G129	G884	0.147598
G149	G1067	0.147594
G35	G300	0.14759
G33	G609	0.147589
G162	G1027	0.147587
G65	G601	0.147578
G127	G581	0.147574
G117	G954	0.147574
G150	G900	0.14757
G88	G1633	0.147563
G65	G313	0.147558
G65	G184	0.147558
G187	G1123	0.147556
G12	G1259	0.147551
G31	G405	0.147551
G64	G1190	0.147548
G134	G599	0.147547
G184	G394	0.147534
G136	G1216	0.147532
G41	G854	0.147527
G72	G1038	0.1475
G52	G1383	0.147494
G70	G1032	0.147489
G106	G1078	0.147488
G46	G484	0.147483
G186	G553	0.147474
G34	G1050	0.147467
G147	G928	0.147463
G21	G786	0.147461
G10	G244	0.147455
G91	G412	0.147454
G62	G1290	0.147453
G195	G1412	0.147451
G88	G1297	0.147449
G82	G1429	0.147439
G131	G966	0.147433
G78	G612	0.147431
G49	G599	0.147428
G14	G1520	0.147427
G68	G1376	0.147427
G185	G1617	0.147423
G142	G1500	0.147423
G97	G298	0.147421
G62	G612	0.14742
G154	G1489	0.147418
G145	G928	0.147408
G125	G841	0.147402
G189	G738	0.147397
G147	G1346	0.147395
G169	G1031	0.147388
G17	G1285	0.147388
G153	G297	0.147386
G114	G74	0.147375
G49	G825	0.147374
G77	G1068	0.147373
G30	G631	0.147371
G153	G1400	0.14737
G27	G1491	0.147366
G77	G1055	0.147359
G157	G1341	0.147349
G35	G1058	0.147348
G63	G1342	0.147343
G127	G1571	0.147338
G176	G379	0.147335
G162	G1486	0.147334
G10	G269	0.147333
G35	G1268	0.14733
G183	G163	0.147328
G67	G938	0.147328
G82	G1460	0.147328
G71	G1270	0.147328
G84	G770	0.147318
G119	G917	0.147315
G70	G1557	0.147312
G59	G1617	0.147311
G133	G948	0.147309
G63	G1190	0.147303
G141	G1149	0.147302
G97	G1202	0.147296
G93	G57	0.147294
G65	G1086	0.147293
G162	G1306	0.147292
G195	G1199	0.14729
G16	G908	0.147287
G188	G1181	0.147284
G50	G329	0.14727
G142	G885	0.147266
G186	G1061	0.147264
G162	G1115	0.147259
G84	G993	0.147259
G15	G18	0.147255
G90	G1340	0.147254
G195	G218	0.147249
G8	G882	0.147241
G184	G201	0.147239
G171	G1399	0.147238
G35	G1559	0.147229
G162	G1182	0.147229
G119	G189	0.147227
G178	G1241	0.147227
G38	G896	0.147223
G62	G679	0.147219
G145	G1347	0.147219
G193	G479	0.147217
G58	G874	0.147213
G100	G812	0.147209
G193	G1472	0.147209
G122	G263	0.147209
G144	G533	0.147208
G169	G1336	0.147195
G139	G777	0.147194
G131	G297	0.147188
G104	G86	0.147182
G59	G735	0.147182
G59	G660	0.147181
G152	G248	0.14718
G8	G1006	0.147176
G57	G907	0.147173
G127	G542	0.147169
G71	G1047	0.147169
G106	G837	0.147168
G131	G1274	0.147167
G137	G613	0.147157
G51	G1125	0.147157
G190	G1198	0.147154
G5	G748	0.147153
G131	G1222	0.147153
G159	G1448	0.147153
G96	G580	0.147147
G3	G271	0.147142
G9	G242	0.147139
G38	G1529	0.147137
G60	G991	0.147135
G182	G710	0.147134
G142	G1008	0.147134
G146	G1150	0.147134
G57	G1509	0.147131
G36	G218	0.147127
G59	G1018	0.147125
G100	G643	0.147119
G97	G1117	0.147117
G188	G1102	0.147115
G5	G907	0.147112
G12	G1492	0.147109
G21	G1179	0.147101
G120	G751	0.147099
G26	G298	0.147096
G145	G975	0.147094
G163	G1362	0.147089
G85	G750	0.147087
G33	G580	0.147085
G115	G1634	0.147079
G152	G706	0.147079
G42	G449	0.147076
G128	G56	0.147069
G110	G251	0.147066
G89	G517	0.147063
G53	G1616	0.147059
G62	G1238	0.147058
G51	G736	0.147056
G174	G1252	0.147055
G54	G909	0.147054
G188	G1149	0.147052
G129	G1523	0.147045
G49	G354	0.147045
G26	G466	0.147039
G110	G1174	0.147037
G125	G734	0.147037
G107	G285	0.147036
G27	G1619	0.147033
G158	G1567	0.14703
G55	G848	0.147029
G149	G809	0.147029
G131	G16	0.147026
G147	G1227	0.147024
G166	G299	0.14702
G89	G403	0.147018
G136	G1270	0.147013
G129	G187	0.147013
G75	G657	0.147013
G48	G1423	0.147008
G69	G1414	0.147008
G163	G362	0.147006
G30	G583	0.147006
G178	G1583	0.147005
G133	G1544	0.147001
G93	G1071	0.146997
G62	G665	0.146992
G98	G872	0.146991
G77	G1483	0.146988
G10	G39	0.146984
G168	G1365	0.146983
G36	G1270	0.146982
G43	G1251	0.146981
G102	G243	0.146981
G76	G531	0.146979
G171	G945	0.146975
G195	G101	0.14697
G136	G159	0.146968
G6	G893	0.146965
G98	G215	0.146963
G107	G1585	0.146952
G127	G1010	0.146949
G130	G1501	0.146941
G184	G367	0.146937
G37	G94	0.146931
G24	G1227	0.14693
G148	G800	0.146929
G117	G531	0.146922
G142	G1282	0.146915
G24	G43	0.146913
G12	G999	0.146912
G137	G1548	0.146906
G57	G1375	0.146901
G104	G687	0.146901
G118	G469	0.1469
G135	G1182	0.1469
G120	G1153	0.146895
G154	G750	0.146894
G69	G1087	0.146893
G112	G1282	0.146893
G19	G125	0.146886
G166	G438	0.146884
G194	G385	0.146884
G166	G140	0.146881
G19	G1018	0.146878
G14	G1576	0.146876
G162	G363	0.146867
G83	G1499	0.146867
G96	G241	0.146866
G30	G1272	0.146866
G91	G769	0.146865
G18	G1302	0.14686
G143	G916	0.14685
G138	G280	0.146848
G155	G1124	0.146845
G157	G1302	0.146845
G48	G734	0.146838
G9	G1059	0.146834
G3	G1438	0.146831
G114	G1113	0.146819
G163	G190	0.146816
G10	G820	0.146812
G69	G1345	0.146811
G48	G966	0.14681
G150	G1642	0.14681
G131	G1292	0.146808
G74	G1496	0.146808
G142	G378	0.146806
G7	G655	0.146803
G104	G827	0.146802
G108	G646	0.1468
G24	G61	0.146797
G176	G1194	0.146792
G163	G709	0.146791
G85	G532	0.14679
G42	G1170	0.14679
G51	G643	0.146771
G54	G740	0.146769
G116	G533	0.146766
G69	G482	0.146754
G11	G1041	0.14675
G25	G1563	0.146745
G68	G1395	0.146744
G176	G1189	0.146741
G103	G22	0.146737
G34	G885	0.146736
G79	G301	0.14673
G128	G1420	0.146729
G6	G1391	0.146726
G10	G1623	0.146724
G19	G1361	0.146722
G88	G857	0.146721
G50	G1066	0.14672
G95	G1171	0.146718
G188	G1410	0.14671
G61	G1496	0.146707
G2	G978	0.146701
G121	G797	0.146698
G144	G63	0.146694
G119	G409	0.146689
G116	G332	0.146689
G141	G1531	0.146688
G51	G356	0.146685
G115	G1272	0.146684
G122	G184	0.146683
G97	G881	0.146683
G91	G723	0.146681
G171	G37	0.146678
G88	G1593	0.146678
G135	G509	0.146668
G132	G1095	0.146664
G79	G1448	0.146663
G133	G1555	0.146657
G38	G1021	0.146656
G60	G397	0.146655
G147	G616	0.146654
