TF	Target	Score
G28	G612	0.0668171
G33	G1876	0.0668119
G71	G2694	0.0668093
G22	G1961	0.0668089
G47	G1280	0.0668072
G6	G440	0.0668044
G99	G646	0.0667993
G5	G627	0.0667983
G89	G2772	0.0667952
G49	G1843	0.0667935
G47	G2106	0.0667914
G10	G1449	0.0667904
G88	G2021	0.0667831
G6	G272	0.0667815
G59	G1778	0.0667794
G71	G139	0.0667789
G93	G539	0.0667769
G33	G1132	0.0667764
G73	G686	0.0667757
G52	G1143	0.0667709
G75	G614	0.0667685
G19	G2058	0.0667666
G59	G2222	0.0667611
G41	G763	0.0667607
G55	G375	0.0667597
G81	G1255	0.0667596
G93	G459	0.0667596
G69	G503	0.0667584
G73	G2660	0.0667567
G32	G1742	0.0667567
G23	G1226	0.0667518
G52	G2221	0.0667511
G81	G2520	0.0667499
G8	G2624	0.0667461
G41	G1354	0.0667459
G16	G717	0.066742
G33	G2132	0.0667403
G3	G1394	0.066737
G12	G910	0.0667365
G58	G2594	0.0667351
G12	G383	0.0667351
G84	G1586	0.0667338
G28	G2214	0.0667307
G22	G1245	0.0667306
G59	G1491	0.0667303
G48	G2034	0.0667238
G85	G649	0.0667213
G69	G1998	0.0667209
G73	G1455	0.0667187
G54	G124	0.0667177
G19	G323	0.0667138
G34	G100	0.0667096
G45	G1539	0.066708
G21	G1075	0.0667046
G35	G1527	0.0667008
G82	G1538	0.0666967
G93	G2640	0.0666955
G55	G277	0.0666915
G33	G769	0.0666914
G37	G673	0.0666883
G43	G1628	0.0666878
G29	G111	0.0666842
G74	G1576	0.0666815
G4	G2367	0.0666814
G73	G548	0.0666739
G14	G2712	0.0666739
G41	G168	0.0666721
G21	G1731	0.0666675
G63	G2284	0.066664
G46	G1727	0.0666635
G18	G1572	0.0666628
G75	G1925	0.0666565
G96	G2138	0.0666557
G7	G2280	0.0666543
G37	G792	0.0666534
G32	G122	0.0666505
G49	G2784	0.066649
G52	G913	0.0666476
G95	G588	0.0666473
G81	G2460	0.0666423
G70	G1682	0.0666396
G45	G38	0.0666354
G34	G109	0.0666342
G44	G1302	0.0666272
G42	G1198	0.0666259
G42	G1664	0.0666259
G58	G2197	0.0666227
G35	G767	0.0666213
G91	G829	0.066621
G87	G827	0.0666208
G26	G2733	0.0666207
G16	G2550	0.0666197
G60	G2285	0.0666194
G26	G1269	0.0666191
G84	G375	0.0666183
G75	G2644	0.0666104
G99	G1564	0.0666102
G66	G2473	0.0666078
G47	G1703	0.0666077
G92	G1026	0.0666076
G67	G2037	0.066606
G79	G2667	0.0666044
G6	G1900	0.066599
G51	G1262	0.0665978
G72	G1900	0.0665936
G99	G2632	0.0665928
G96	G310	0.066592
G59	G2382	0.0665884
G6	G2151	0.0665883
G70	G2118	0.0665856
G96	G253	0.0665798
G9	G2191	0.0665783
G81	G1933	0.0665776
G34	G1002	0.0665737
G94	G139	0.0665732
G83	G572	0.0665724
G85	G2738	0.0665723
G9	G951	0.0665721
G94	G2751	0.0665718
G79	G575	0.0665713
G14	G1144	0.0665666
G82	G1089	0.0665661
G9	G1433	0.0665659
G84	G1338	0.0665654
G61	G1500	0.0665625
G80	G1833	0.0665607
G42	G1151	0.0665576
G93	G1571	0.0665576
G65	G353	0.0665567
G78	G1785	0.0665564
G55	G988	0.0665563
G75	G162	0.0665561
G19	G2666	0.0665559
G26	G640	0.0665559
G24	G763	0.0665531
G70	G309	0.0665503
G84	G1854	0.0665487
G71	G1609	0.066546
G16	G962	0.0665419
G11	G1428	0.066541
G71	G2579	0.0665396
G44	G1937	0.0665356
G26	G1165	0.0665341
G8	G1510	0.0665329
G81	G902	0.0665308
G18	G1858	0.0665292
G97	G1842	0.0665251
G29	G2080	0.0665231
G82	G2393	0.0665207
G23	G1282	0.0665197
G4	G1011	0.0665181
G9	G173	0.066518
G28	G1556	0.0665178
G48	G808	0.0665161
G15	G1074	0.0665159
G67	G1583	0.0665157
G4	G1207	0.0665137
G12	G2685	0.0665122
G79	G1905	0.0665116
G10	G2146	0.0665083
G55	G1395	0.0665071
G68	G2713	0.0665061
G18	G240	0.066505
G33	G1725	0.0665039
G20	G314	0.0665038
G15	G293	0.0665033
G51	G868	0.0665024
G93	G1886	0.0665022
G5	G1901	0.0665011
G41	G100	0.0665003
G36	G1732	0.0664986
G97	G1124	0.066498
G71	G666	0.0664952
G81	G301	0.0664941
G29	G1491	0.0664922
G28	G1414	0.0664909
G12	G2548	0.0664904
G58	G2368	0.0664902
G21	G2400	0.0664873
G35	G524	0.0664872
G83	G91	0.0664847
G68	G73	0.0664845
G56	G751	0.0664825
G26	G2553	0.0664818
G22	G2610	0.066481
G83	G1485	0.0664772
G36	G2662	0.0664757
G19	G1502	0.066475
G16	G2052	0.0664724
G21	G1109	0.0664722
G86	G1606	0.0664716
G99	G1702	0.0664707
G84	G1552	0.0664673
G93	G2191	0.0664661
G10	G1717	0.0664653
G20	G1853	0.0664609
G26	G1273	0.0664596
G2	G1725	0.0664592
G75	G1741	0.0664557
G14	G841	0.0664557
G54	G1322	0.0664539
G29	G2752	0.0664515
G51	G1166	0.0664511
G15	G2446	0.066451
G82	G725	0.0664509
G38	G1769	0.0664494
G15	G921	0.0664432
G37	G1903	0.066443
G96	G542	0.0664428
G84	G1108	0.0664394
G64	G1740	0.0664388
G19	G2686	0.0664387
G45	G2441	0.0664387
G13	G801	0.0664385
G88	G1545	0.0664358
G57	G812	0.0664357
G44	G1450	0.0664343
G50	G2203	0.0664319
G70	G503	0.0664315
G27	G1681	0.0664278
G15	G2383	0.0664276
G20	G1360	0.0664226
G46	G762	0.0664213
G27	G2065	0.0664198
G23	G305	0.0664187
G10	G2398	0.0664176
G13	G881	0.0664162
G6	G2579	0.0664141
G75	G955	0.0664112
G72	G1400	0.0664097
G57	G2509	0.0664097
G60	G2077	0.0664085
G43	G293	0.0664083
G10	G239	0.0664039
G77	G2554	0.066401
G69	G2465	0.0664007
G25	G1783	0.0664
G43	G2576	0.0663998
G33	G1551	0.0663961
G61	G695	0.0663923
G81	G1353	0.0663902
G86	G611	0.0663887
G70	G681	0.0663883
G54	G2577	0.0663847
G85	G1063	0.0663814
G18	G2760	0.0663801
G19	G2425	0.0663777
G85	G1444	0.0663775
G32	G367	0.0663772
G83	G238	0.0663695
G41	G2233	0.066369
G22	G1059	0.0663684
G52	G818	0.0663682
G89	G403	0.0663674
G15	G2413	0.0663667
G30	G2726	0.0663665
G77	G2610	0.0663661
G47	G2794	0.0663643
G52	G756	0.0663597
G42	G2779	0.0663554
G75	G2510	0.0663498
G82	G1034	0.0663496
G42	G478	0.0663485
G79	G1968	0.0663452
G50	G1915	0.066345
G18	G1995	0.0663423
G31	G2809	0.0663416
G92	G1668	0.0663413
G18	G428	0.0663398
G20	G663	0.0663382
G67	G11	0.0663365
G54	G1844	0.0663359
G99	G572	0.0663323
G19	G2781	0.0663314
G70	G1555	0.0663294
G46	G523	0.0663291
G81	G1649	0.066329
G20	G1168	0.0663289
G56	G1341	0.0663273
G84	G2199	0.0663256
G70	G1646	0.0663229
G15	G2433	0.0663204
G33	G2711	0.0663174
G28	G694	0.0663166
G37	G1055	0.0663148
G8	G2366	0.0663146
G92	G1895	0.0663146
G37	G2279	0.0663112
G35	G52	0.06631
G14	G173	0.0663051
G79	G849	0.0663051
G66	G465	0.0663015
G90	G1182	0.0662983
G73	G1296	0.0662978
G35	G1613	0.0662943
G48	G308	0.0662933
G86	G1789	0.0662913
G71	G208	0.0662896
G91	G2753	0.0662892
G28	G1212	0.0662869
G81	G523	0.0662862
G84	G2461	0.0662835
G76	G2040	0.0662747
G81	G2579	0.0662739
G50	G498	0.0662724
G86	G2792	0.0662723
G37	G715	0.0662719
G99	G665	0.0662708
G24	G882	0.0662699
G7	G2478	0.0662671
G12	G498	0.0662608
G62	G1658	0.0662534
G15	G820	0.0662531
G51	G325	0.0662512
G50	G2698	0.066248
G50	G2069	0.0662472
G39	G1855	0.0662467
G48	G1066	0.066245
G38	G33	0.0662417
G27	G1958	0.066241
G66	G526	0.06624
G54	G2215	0.0662399
G28	G2242	0.0662383
G11	G2663	0.066236
G64	G1618	0.0662322
G73	G1187	0.066229
G82	G1902	0.0662276
G35	G2355	0.0662263
G61	G624	0.0662256
G88	G2514	0.0662239
G45	G1823	0.066223
G92	G521	0.0662188
G98	G1728	0.0662185
G9	G504	0.0662176
G95	G2095	0.0662166
G12	G1008	0.0662166
G60	G984	0.0662159
G10	G986	0.0662156
G17	G2076	0.0662156
G89	G1783	0.0662153
G64	G864	0.0662143
G58	G533	0.0662132
G72	G1282	0.0662121
G78	G2547	0.0662095
G27	G50	0.066209
G52	G534	0.0662088
G6	G340	0.0662068
G41	G1677	0.0662046
G58	G2654	0.066202
G77	G2350	0.066201
G67	G160	0.0662007
G18	G2428	0.0661978
G70	G307	0.0661963
G63	G2387	0.0661952
G27	G2027	0.0661949
G53	G98	0.0661939
G23	G2073	0.0661916
G70	G2181	0.0661886
G33	G686	0.0661876
G84	G1215	0.0661863
G33	G2715	0.0661858
G15	G1352	0.0661845
G42	G2432	0.0661803
G80	G2351	0.0661796
G92	G1091	0.0661761
G9	G1150	0.0661726
G73	G1862	0.0661725
G39	G138	0.0661684
G51	G1172	0.0661681
G48	G1036	0.0661673
G14	G2778	0.0661659
G91	G697	0.0661632
G63	G2498	0.0661625
G47	G1325	0.0661624
G42	G1596	0.0661614
G85	G1937	0.0661584
G78	G21	0.0661582
G85	G615	0.0661528
G52	G695	0.0661485
G23	G2112	0.0661445
G22	G2768	0.0661393
G18	G2403	0.0661385
G65	G783	0.0661381
G68	G1004	0.0661364
G8	G2016	0.0661325
G52	G329	0.06613
G88	G200	0.0661279
G7	G933	0.0661237
G39	G312	0.0661224
G69	G1772	0.0661222
G59	G2537	0.0661199
G52	G2279	0.0661194
G33	G869	0.0661186
G76	G636	0.0661175
G72	G1257	0.0661135
G14	G818	0.0661131
G70	G2728	0.0661063
G40	G1915	0.0661047
G58	G2300	0.0661041
G4	G216	0.0661032
G77	G1127	0.066103
G58	G1253	0.0661027
G30	G2788	0.0661026
G2	G363	0.066102
G45	G348	0.0660999
G51	G931	0.0660961
G50	G880	0.0660943
G68	G1348	0.0660925
G33	G947	0.0660903
G35	G430	0.0660901
G57	G1216	0.0660893
G21	G2158	0.066087
G4	G1896	0.0660858
G58	G890	0.0660841
G64	G497	0.0660821
G64	G1431	0.0660814
G26	G307	0.0660791
G66	G2244	0.0660785
G99	G1328	0.0660776
G70	G1628	0.0660765
G83	G31	0.0660718
G42	G2657	0.0660656
G19	G1655	0.0660645
G19	G270	0.066064
G84	G1301	0.0660622
G61	G2337	0.0660602
G46	G1003	0.0660587
G19	G1918	0.0660554
G91	G1401	0.0660496
G47	G1819	0.0660487
G14	G2229	0.0660479
G89	G82	0.0660472
G17	G2548	0.0660434
G56	G773	0.0660418
G28	G977	0.0660409
G61	G135	0.0660407
G79	G2713	0.0660365
G46	G2667	0.0660333
G5	G54	0.0660331
G47	G687	0.0660329
G20	G2093	0.0660312
G11	G1505	0.0660299
G56	G117	0.0660294
G71	G1249	0.0660281
G32	G1187	0.0660269
G9	G1925	0.0660223
G80	G523	0.0660179
G69	G2679	0.0660138
G27	G1016	0.0660133
G85	G39	0.0660122
G23	G1201	0.0660113
G17	G2611	0.0660094
G85	G830	0.0660074
G83	G1123	0.0660047
G99	G2252	0.0660033
G58	G693	0.0660021
G25	G27	0.0660015
G53	G1012	0.0660013
G75	G681	0.066
G51	G6	0.0659993
G22	G313	0.0659947
G40	G2281	0.0659947
G20	G1371	0.065992
G73	G48	0.0659903
G48	G1738	0.0659902
G8	G1577	0.0659893
G16	G303	0.0659886
G79	G2375	0.0659869
G38	G986	0.0659862
G17	G2660	0.0659846
G17	G2623	0.0659823
G11	G1225	0.0659796
G57	G451	0.0659766
G39	G373	0.0659754
G32	G1931	0.0659687
G86	G2440	0.0659644
G24	G552	0.0659644
G91	G842	0.0659621
G56	G1751	0.0659589
G91	G895	0.0659588
G69	G2046	0.0659565
G47	G1059	0.0659539
G6	G110	0.0659539
G78	G496	0.0659513
G19	G2122	0.0659508
G15	G2554	0.0659483
G49	G1126	0.0659483
G38	G2017	0.0659472
G65	G1346	0.0659467
G48	G451	0.0659425
G86	G2570	0.0659394
G51	G1708	0.0659392
G24	G2485	0.0659341
G75	G1129	0.0659306
G82	G1632	0.0659281
G28	G2105	0.0659277
G98	G441	0.0659271
G32	G1862	0.0659258
G49	G1809	0.0659249
G11	G2251	0.0659242
G93	G600	0.0659201
G56	G2137	0.06592
G66	G1396	0.0659178
G8	G1659	0.0659162
G17	G955	0.0659123
G99	G1774	0.0659092
G98	G1462	0.0659082
G90	G1414	0.0659063
G58	G486	0.0659062
G9	G1013	0.065904
G90	G1607	0.0659031
G83	G1871	0.0659019
G99	G441	0.0659012
G73	G1253	0.0659
G48	G357	0.0658972
G14	G1191	0.0658957
G82	G321	0.0658944
G51	G1806	0.0658942
G58	G233	0.065892
G56	G1105	0.0658913
G27	G357	0.0658839
G65	G1723	0.0658838
G86	G1798	0.0658827
G21	G1672	0.065882
G94	G1595	0.0658765
G16	G861	0.0658752
G96	G229	0.0658726
G3	G2345	0.0658702
G87	G1341	0.0658662
G33	G1865	0.0658658
G92	G2600	0.0658625
G73	G2114	0.0658603
G23	G2088	0.0658603
G35	G2118	0.0658567
G30	G952	0.0658563
G20	G1411	0.0658514
G82	G1458	0.0658514
G47	G1417	0.0658511
G22	G588	0.0658476
G19	G1022	0.0658453
G26	G2425	0.0658442
G93	G242	0.0658439
G5	G2246	0.0658438
G16	G2102	0.0658427
G75	G817	0.0658362
G37	G506	0.0658358
G43	G569	0.0658349
G54	G1555	0.0658345
G3	G1589	0.0658332
G74	G1893	0.0658313
G77	G1322	0.0658291
G99	G1961	0.0658279
G78	G2198	0.0658245
G18	G1793	0.0658241
G28	G2343	0.0658235
G18	G755	0.0658175
G94	G502	0.0658175
G35	G426	0.0658163
G77	G977	0.065815
G74	G2289	0.065815
G11	G139	0.0658137
G35	G2235	0.065813
G16	G1658	0.065812
G13	G277	0.0658118
G26	G1884	0.0658091
G48	G1659	0.0658091
G27	G1521	0.0658089
G19	G88	0.0658079
G73	G1255	0.0658076
G89	G1183	0.0658042
G88	G1977	0.0658029
G62	G1903	0.065801
G26	G161	0.0657966
G3	G712	0.0657961
G61	G1800	0.0657917
G36	G1978	0.0657896
G8	G247	0.0657893
G43	G1719	0.0657868
G57	G1918	0.0657866
G18	G2447	0.0657865
G68	G1772	0.065784
G73	G2176	0.0657819
G76	G2135	0.0657813
G83	G30	0.06578
G69	G804	0.0657736
G39	G921	0.0657726
G56	G1637	0.0657681
G86	G2353	0.0657666
G82	G2314	0.0657662
G83	G363	0.0657614
G25	G450	0.0657573
G19	G2113	0.0657554
G26	G352	0.0657537
G7	G2392	0.065752
G41	G1125	0.0657488
G63	G1520	0.0657447
G17	G1224	0.0657444
G97	G1733	0.0657407
G64	G386	0.065734
G17	G1702	0.0657318
G42	G2593	0.0657315
G74	G2558	0.0657302
G87	G744	0.0657238
G71	G151	0.0657235
G37	G1330	0.0657227
G26	G662	0.0657215
G56	G319	0.0657132
G84	G27	0.0657116
G87	G1172	0.0657094
G38	G459	0.0657067
G84	G503	0.0657055
G87	G845	0.0657022
G91	G1186	0.0657018
G30	G2461	0.0657005
G75	G2262	0.0656992
G57	G1768	0.065695
G17	G2506	0.0656941
G38	G1418	0.0656904
G63	G2179	0.0656873
G99	G2581	0.0656855
G18	G508	0.0656831
G20	G1400	0.0656814
G40	G2574	0.0656808
G99	G1028	0.06568
G5	G150	0.0656795
G20	G715	0.0656792
G89	G1405	0.065678
G72	G982	0.065677
G86	G1954	0.0656763
G96	G2783	0.0656739
G2	G2397	0.0656724
G38	G2768	0.06567
G33	G81	0.0656693
G93	G2209	0.0656667
G78	G1767	0.0656643
G64	G1225	0.0656631
G73	G681	0.0656573
G7	G1898	0.0656566
G49	G2675	0.0656559
G5	G2299	0.0656553
G97	G960	0.0656546
G67	G1976	0.065654
G28	G2450	0.0656507
G38	G1828	0.0656497
G32	G953	0.065647
G84	G982	0.0656462
G57	G149	0.0656459
G33	G982	0.0656457
G8	G2335	0.0656428
G13	G2434	0.0656427
G26	G2797	0.0656422
G81	G372	0.0656391
G8	G1658	0.0656383
G28	G1615	0.065635
G96	G37	0.0656317
G14	G72	0.0656313
G71	G2260	0.0656308
G46	G1080	0.0656306
G85	G2633	0.0656288
G43	G1883	0.0656257
G49	G2245	0.0656241
G96	G2597	0.0656228
G11	G1807	0.0656206
G81	G2503	0.0656199
G92	G1522	0.0656196
G30	G1726	0.0656194
G93	G209	0.0656186
G4	G1194	0.0656161
G9	G782	0.0656132
G84	G150	0.0656101
G87	G2192	0.0656098
G66	G1139	0.0656095
G51	G1254	0.0656089
G61	G815	0.0656076
G52	G368	0.0656049
G18	G2746	0.0656043
G64	G2467	0.0655988
G93	G1766	0.0655957
G84	G21	0.0655935
G68	G2076	0.0655924
G8	G2292	0.0655907
G54	G2538	0.0655904
G52	G1493	0.0655895
G77	G344	0.0655884
G71	G1017	0.0655881
G36	G1809	0.0655867
G2	G294	0.0655825
G18	G1504	0.0655814
G5	G1475	0.0655811
G99	G1316	0.065581
G65	G1793	0.0655798
G11	G2188	0.0655794
G15	G856	0.0655793
G55	G1665	0.0655773
G93	G17	0.0655765
G41	G96	0.0655665
G39	G362	0.0655652
G75	G1778	0.065563
G53	G327	0.0655607
G44	G1182	0.0655581
G10	G2412	0.0655573
G28	G695	0.0655572
G92	G2341	0.0655563
G26	G241	0.0655559
G13	G2270	0.0655545
G3	G852	0.0655524
G4	G2784	0.065552
G52	G1344	0.0655503
G90	G911	0.0655502
G26	G2280	0.0655485
G68	G1150	0.0655435
G65	G2268	0.0655406
G49	G460	0.065534
G71	G1534	0.065534
G16	G1336	0.0655278
G26	G2094	0.0655272
G21	G1116	0.0655246
G72	G2521	0.0655244
G84	G2412	0.0655237
G77	G2578	0.0655226
G62	G18	0.0655189
G36	G938	0.0655182
G80	G878	0.0655142
G34	G1055	0.0655124
G56	G346	0.0655084
G93	G405	0.0655074
G87	G1535	0.0655037
G43	G1989	0.0655031
G86	G1682	0.0655031
G88	G939	0.0654967
G74	G227	0.0654962
G72	G1497	0.065488
G43	G1180	0.0654823
G2	G1996	0.0654765
G40	G2729	0.0654754
G60	G863	0.065471
G75	G1109	0.0654699
G48	G671	0.0654667
G12	G1462	0.0654654
G82	G2665	0.0654631
G96	G2680	0.0654565
G43	G1167	0.0654541
G90	G1082	0.0654531
G45	G404	0.0654524
G73	G20	0.0654483
G35	G2468	0.0654481
G94	G2338	0.0654454
G85	G607	0.0654411
G32	G2786	0.0654401
G66	G206	0.0654363
G15	G1332	0.0654361
G58	G410	0.0654323
G36	G2079	0.0654306
G3	G2495	0.065429
G82	G1891	0.0654289
G40	G1779	0.0654276
G80	G2772	0.0654275
G73	G82	0.0654273
G39	G1727	0.0654235
G23	G1586	0.06542
G33	G2304	0.0654192
G82	G2427	0.0654187
G47	G946	0.065417
G8	G562	0.0654169
G82	G990	0.065415
G45	G2339	0.0654088
G90	G1513	0.065408
G13	G2153	0.0654031
G30	G1467	0.065403
G15	G1607	0.0654028
G58	G1742	0.0653998
G81	G1509	0.0653986
G7	G1583	0.0653983
G41	G2401	0.0653977
G74	G1019	0.0653955
G48	G274	0.0653951
G40	G716	0.0653929
G75	G2781	0.0653927
G15	G534	0.0653922
G35	G2377	0.0653918
G43	G1651	0.06539
G10	G1584	0.0653894
G92	G1344	0.065382
G25	G452	0.0653796
G38	G681	0.0653794
G72	G1618	0.0653762
G95	G74	0.0653749
G98	G2004	0.0653746
G66	G1087	0.0653725
G97	G2303	0.0653718
G12	G366	0.0653709
G16	G2001	0.0653694
G40	G555	0.0653673
G78	G2390	0.0653673
G33	G2280	0.0653672
G31	G2003	0.0653657
G28	G2085	0.0653646
G10	G243	0.0653633
G38	G1373	0.0653632
G78	G666	0.0653627
G99	G2425	0.0653627
G11	G2753	0.0653564
G38	G1582	0.0653561
G46	G2337	0.0653535
G60	G487	0.0653535
G33	G1703	0.0653499
G16	G2234	0.0653487
G43	G1282	0.0653473
G88	G1836	0.0653466
G50	G2585	0.0653464
G55	G889	0.0653442
G98	G2377	0.0653438
G75	G1608	0.0653433
G21	G1418	0.0653422
G55	G1262	0.0653405
G32	G1687	0.0653384
G84	G114	0.0653374
G79	G2107	0.0653367
G98	G2478	0.0653357
G12	G1847	0.0653351
G20	G970	0.0653343
G49	G702	0.0653337
G67	G2339	0.0653298
G55	G1452	0.0653296
G87	G2307	0.0653293
G59	G1690	0.0653293
G53	G2726	0.0653227
G23	G116	0.0653217
G21	G439	0.0653216
G81	G981	0.0653192
G75	G550	0.0653189
G30	G1671	0.0653185
G69	G678	0.0653177
G15	G648	0.0653092
G93	G216	0.0653085
G50	G2309	0.0652966
G87	G2439	0.0652953
G85	G664	0.0652938
G82	G992	0.0652934
G72	G540	0.0652924
G92	G1444	0.0652917
G30	G2279	0.0652903
G50	G2050	0.0652864
G93	G668	0.0652861
G81	G1223	0.0652858
G69	G1679	0.0652845
G23	G2042	0.0652837
G45	G1550	0.0652816
G50	G1803	0.0652759
G72	G2051	0.0652737
G78	G2602	0.065272
G68	G1789	0.0652701
G99	G1806	0.06527
G16	G1563	0.0652698
G64	G2684	0.065269
G77	G659	0.0652662
G83	G543	0.0652643
G68	G774	0.0652623
G10	G1043	0.065262
G9	G1592	0.0652603
G89	G289	0.0652598
G83	G2116	0.0652565
G49	G1251	0.0652521
G11	G1576	0.065252
G58	G590	0.0652402
G93	G78	0.06524
G87	G1470	0.0652393
G32	G259	0.0652371
G73	G1260	0.0652359
G87	G831	0.0652339
G58	G534	0.0652335
G65	G883	0.065233
G92	G2670	0.065229
G78	G2262	0.0652289
G42	G1708	0.0652275
G51	G1890	0.0652274
G99	G925	0.0652274
G50	G1841	0.0652197
G93	G2078	0.0652178
G16	G1095	0.0652171
G28	G2650	0.0652149
G15	G1506	0.0652146
G52	G1942	0.0652133
G74	G1335	0.0652122
G78	G2394	0.0652085
G51	G129	0.0652077
G32	G540	0.0652072
G87	G365	0.0652045
G62	G984	0.0652001
G12	G1327	0.0651997
G80	G1061	0.0651976
G99	G1205	0.0651971
G78	G1410	0.065197
G44	G1137	0.0651969
G14	G1591	0.0651957
G81	G2277	0.065195
G52	G1824	0.0651944
G18	G2068	0.0651943
G64	G1861	0.0651938
G74	G1148	0.0651927
G90	G75	0.0651914
G28	G2667	0.0651909
G75	G1518	0.0651884
G77	G1536	0.0651873
G81	G2692	0.0651873
G55	G1892	0.0651856
G96	G1349	0.0651852
G9	G1416	0.0651828
G89	G2003	0.0651751
G5	G433	0.0651729
G65	G680	0.0651705
G98	G391	0.065167
G88	G2786	0.0651668
G70	G617	0.0651655
G34	G844	0.0651613
G69	G961	0.065161
G29	G958	0.0651599
G30	G23	0.0651591
G15	G415	0.0651584
G51	G2141	0.0651561
G67	G807	0.0651541
G41	G1058	0.0651536
G63	G2308	0.065151
G56	G744	0.0651496
G51	G1351	0.065149
G47	G1085	0.0651477
G73	G2199	0.065146
G36	G1595	0.0651442
G17	G1857	0.0651413
G28	G72	0.0651378
G40	G1473	0.0651347
G13	G2440	0.0651268
G57	G380	0.0651251
G46	G1970	0.0651237
G89	G2532	0.0651197
G92	G2740	0.0651193
G29	G1468	0.0651162
G39	G1527	0.0651128
G97	G1843	0.0651126
G39	G1655	0.0651119
G32	G1093	0.0651104
G49	G861	0.0651101
G72	G1103	0.0651041
G10	G649	0.0651015
G44	G918	0.0651005
G54	G2773	0.065098
G31	G1996	0.065096
G92	G308	0.0650922
G62	G750	0.0650889
G26	G2522	0.0650882
G22	G968	0.0650864
G82	G1231	0.0650842
G61	G2160	0.0650836
G4	G1109	0.0650829
G67	G460	0.065077
G37	G1714	0.0650769
G32	G596	0.0650762
G47	G2733	0.0650751
G88	G2389	0.0650745
G75	G857	0.065074
G98	G1247	0.0650699
G36	G59	0.0650686
G78	G1308	0.0650674
G15	G1166	0.0650673
G97	G2806	0.0650657
G15	G1008	0.0650656
G29	G1548	0.0650637
G9	G186	0.0650629
G13	G732	0.0650594
G14	G1935	0.0650594
G99	G1078	0.0650581
G8	G191	0.0650525
G21	G231	0.0650518
G11	G498	0.065051
G93	G542	0.0650426
G55	G1043	0.0650425
G42	G420	0.0650412
G77	G571	0.0650407
G57	G2023	0.0650363
G35	G2217	0.0650355
G98	G1326	0.0650354
G11	G1869	0.0650348
G22	G2001	0.0650338
G51	G996	0.0650334
G66	G23	0.0650332
G84	G1559	0.0650314
G42	G889	0.0650306
G71	G2127	0.0650235
G67	G2767	0.065023
G7	G551	0.0650228
G49	G380	0.0650218
G17	G2386	0.0650209
G57	G2799	0.0650191
G72	G1278	0.065017
G60	G1110	0.0650156
G56	G1641	0.0650094
G39	G1896	0.0650081
G5	G1442	0.0650069
G75	G332	0.0650037
G80	G902	0.0649988
G75	G1384	0.0649967
G40	G2697	0.0649946
G18	G1088	0.0649915
G2	G1619	0.0649902
G73	G1646	0.0649901
G67	G601	0.0649899
G55	G807	0.0649897
G18	G2444	0.0649889
G7	G1579	0.0649864
G27	G1816	0.0649856
G61	G2599	0.0649846
G37	G1025	0.0649835
G37	G660	0.0649829
G57	G1844	0.0649815
G14	G1525	0.0649806
G37	G243	0.0649801
G45	G1328	0.064979
G98	G725	0.0649776
G88	G899	0.0649771
G7	G487	0.0649767
G41	G1803	0.0649764
G69	G2217	0.0649757
G27	G2408	0.064975
G75	G220	0.0649737
G12	G1936	0.0649729
G23	G857	0.0649717
G6	G1865	0.0649711
G65	G2095	0.064971
G30	G1605	0.064967
G6	G1293	0.064966
G65	G1471	0.0649651
G65	G885	0.064963
G3	G1587	0.064963
G18	G1884	0.0649615
G92	G705	0.0649562
G89	G394	0.0649561
G27	G2149	0.0649516
G59	G2612	0.0649508
G89	G212	0.0649479
G2	G2015	0.064947
G12	G2217	0.064945
G81	G1123	0.0649442
G61	G957	0.0649429
G6	G2079	0.0649416
G99	G291	0.0649404
G12	G822	0.0649381
G69	G1573	0.0649356
G72	G1800	0.0649353
G51	G1211	0.0649352
G43	G784	0.0649348
G7	G592	0.0649303
G63	G2240	0.0649294
G12	G2386	0.0649287
G98	G2159	0.0649266
G32	G1229	0.0649256
G66	G2563	0.0649252
G83	G1951	0.0649245
G98	G54	0.0649235
G11	G2352	0.0649218
G40	G1301	0.0649189
G23	G488	0.064917
G98	G2557	0.0649154
G29	G1528	0.0649152
G37	G2327	0.0649133
G49	G2471	0.0649121
G59	G2015	0.0649086
G46	G1522	0.064908
G4	G204	0.0649079
G33	G383	0.0649074
G98	G1067	0.0648999
G9	G1974	0.0648995
G18	G1934	0.0648969
G46	G761	0.0648962
G86	G2096	0.0648957
G44	G2804	0.0648953
G82	G407	0.0648935
G33	G1776	0.0648892
G84	G54	0.0648881
G26	G2548	0.0648839
G32	G1960	0.0648813
G51	G2488	0.0648803
G91	G1240	0.0648803
G94	G591	0.0648779
G10	G865	0.0648767
G38	G1108	0.064872
G47	G2383	0.0648717
G12	G2368	0.0648705
G50	G59	0.0648673
G28	G1044	0.0648665
G88	G1917	0.0648646
G10	G1824	0.0648625
G71	G323	0.0648597
G91	G2305	0.0648561
G14	G414	0.0648481
G5	G120	0.0648432
G21	G509	0.0648432
G18	G1552	0.0648428
G37	G2342	0.0648387
G32	G1421	0.0648374
G30	G881	0.0648323
G99	G1691	0.0648322
G26	G459	0.0648309
G77	G2484	0.0648302
G19	G108	0.0648297
G72	G682	0.0648276
G18	G2019	0.0648275
G89	G856	0.0648274
G46	G148	0.0648255
G55	G2808	0.0648196
G6	G1304	0.0648196
G79	G1116	0.0648157
G77	G322	0.064815
G33	G2528	0.0648144
G91	G2049	0.0648125
